template_key,template_name,mode,distance_nm,angle_deg,target_range_nm,power_coeff_db,radar_direction_gain_db,jammer_mode_power_db,effective_jammer_power_db,jsr_db,jam_probability
omni_search,Omni Search Radar,spot,20,60,20.0,8.0,-1.716725554961226,45.0,45.0,26.65669400523671,0.9951857004972916
omni_search,Omni Search Radar,spot,20,70,20.0,8.0,-2.1724270298681465,45.0,45.0,26.200992530329792,0.9947287287388491
omni_search,Omni Search Radar,spot,20,80,20.0,8.0,-2.8379356709282555,45.0,45.0,25.535483889269678,0.9939827934807829
omni_search,Omni Search Radar,spot,20,90,20.0,8.0,-3.0000000000000004,45.0,45.0,25.373419560197938,0.9937857951670077
omni_search,Omni Search Radar,spot,30,0,20.0,8.0,0.9133455017471928,45.0,45.0,25.764939880831506,0.9942511383982562
omni_search,Omni Search Radar,spot,30,10,20.0,8.0,1.1490309263891016,45.0,45.0,26.000625305473413,0.994514383416624
omni_search,Omni Search Radar,spot,30,20,20.0,8.0,0.47937131240796993,45.0,45.0,25.33096569149228,0.9937331391920784
omni_search,Omni Search Radar,spot,30,30,20.0,8.0,-0.4418193853845104,45.0,45.0,24.4097749936998,0.9924748804008656
omni_search,Omni Search Radar,spot,30,40,20.0,8.0,-0.8930968831600848,45.0,45.0,23.958497495924227,0.9917699533795308
omni_search,Omni Search Radar,spot,30,50,20.0,8.0,-1.2786104954730204,45.0,45.0,23.572983883611293,0.9911161505813005
omni_search,Omni Search Radar,spot,30,60,20.0,8.0,-1.716725554961226,45.0,45.0,23.13486882412308,0.9903104813795992
omni_search,Omni Search Radar,spot,30,70,20.0,8.0,-2.1724270298681465,45.0,45.0,22.679167349216165,0.9893956863224482
omni_search,Omni Search Radar,spot,30,80,20.0,8.0,-2.8379356709282555,45.0,45.0,22.013658708156058,0.9879042513475308
omni_search,Omni Search Radar,spot,30,90,20.0,8.0,-3.0000000000000004,45.0,45.0,21.85159437908431,0.9875107471303068
omni_search,Omni Search Radar,spot,40,0,20.0,8.0,0.9133455017471928,45.0,45.0,23.266165148665507,0.9905592385280212
omni_search,Omni Search Radar,spot,40,10,20.0,8.0,1.1490309263891016,45.0,45.0,23.501850573307415,0.9909900066325037
omni_search,Omni Search Radar,spot,40,20,20.0,8.0,0.47937131240796993,45.0,45.0,22.832190959326283,0.9897120241077058
omni_search,Omni Search Radar,spot,40,30,20.0,8.0,-0.4418193853845104,45.0,45.0,21.9110002615338,0.9876564353356881
omni_search,Omni Search Radar,spot,40,40,20.0,8.0,-0.8930968831600848,45.0,45.0,21.45972276375823,0.9865062700614738
omni_search,Omni Search Radar,spot,40,50,20.0,8.0,-1.2786104954730204,45.0,45.0,21.074209151445295,0.9854404538365272
omni_search,Omni Search Radar,spot,40,60,20.0,8.0,-1.716725554961226,45.0,45.0,20.636094091957084,0.9841283030117145
omni_search,Omni Search Radar,spot,40,70,20.0,8.0,-2.1724270298681465,45.0,45.0,20.180392617050167,0.9826400751501251
omni_search,Omni Search Radar,spot,40,80,20.0,8.0,-2.8379356709282555,45.0,45.0,19.51488397599006,0.9802175003467888
omni_search,Omni Search Radar,spot,40,90,20.0,8.0,-3.0000000000000004,45.0,45.0,19.352819646918313,0.9795790965188076
omni_search,Omni Search Radar,spot,50,0,20.0,8.0,0.9133455017471928,45.0,45.0,21.327964888504376,0.9861509524546532
omni_search,Omni Search Radar,spot,50,10,20.0,8.0,1.1490309263891016,45.0,45.0,21.563650313146283,0.9867801797638389
omni_search,Omni Search Radar,spot,50,20,20.0,8.0,0.47937131240796993,45.0,45.0,20.89399069916515,0.9849141630486475
omni_search,Omni Search Radar,spot,50,30,20.0,8.0,-0.4418193853845104,45.0,45.0,19.97280000137267,0.9819174525467148
omni_search,Omni Search Radar,spot,50,40,20.0,8.0,-0.8930968831600848,45.0,45.0,19.521522503597097,0.9802432296783664
omni_search,Omni Search Radar,spot,50,50,20.0,8.0,-1.2786104954730204,45.0,45.0,19.136008891284163,0.9786934051164253
omni_search,Omni Search Radar,spot,50,60,20.0,8.0,-1.716725554961226,45.0,45.0,18.69789383179595,0.9767875128607617
omni_search,Omni Search Radar,spot,50,70,20.0,8.0,-2.1724270298681465,45.0,45.0,18.242192356889035,0.9746287125454364
omni_search,Omni Search Radar,spot,50,80,20.0,8.0,-2.8379356709282555,45.0,45.0,17.576683715828928,0.9711210099903089
omni_search,Omni Search Radar,spot,50,90,20.0,8.0,-3.0000000000000004,45.0,45.0,17.41461938675718,0.9701979771096655
omni_search,Omni Search Radar,spot,60,0,20.0,8.0,0.9133455017471928,45.0,45.0,19.74433996755188,0.9810880459183766
omni_search,Omni Search Radar,spot,60,10,20.0,8.0,1.1490309263891016,45.0,45.0,19.980025392193788,0.9819430928710713
omni_search,Omni Search Radar,spot,60,20,20.0,8.0,0.47937131240796993,45.0,45.0,19.310365778212656,0.9794085545915854
omni_search,Omni Search Radar,spot,60,30,20.0,8.0,-0.4418193853845104,45.0,45.0,18.389175080420173,0.9753455646491224
omni_search,Omni Search Radar,spot,60,40,20.0,8.0,-0.8930968831600848,45.0,45.0,17.937897582644602,0.9730795474083674
omni_search,Omni Search Radar,spot,60,50,20.0,8.0,-1.2786104954730204,45.0,45.0,17.552383970331668,0.9709844002311206
omni_search,Omni Search Radar,spot,60,60,20.0,8.0,-1.716725554961226,45.0,45.0,17.114268910843457,0.9684111883476209
omni_search,Omni Search Radar,spot,60,70,20.0,8.0,-2.1724270298681465,45.0,45.0,16.65856743593654,0.9655008896709113
omni_search,Omni Search Radar,spot,60,80,20.0,8.0,-2.8379356709282555,45.0,45.0,15.993058794876433,0.9607820018029983
omni_search,Omni Search Radar,spot,60,90,20.0,8.0,-3.0000000000000004,45.0,45.0,15.830994465804686,0.9595422796997684
omni_search,Omni Search Radar,spot,70,0,20.0,8.0,0.9133455017471928,45.0,45.0,18.405404174939612,0.9754234952326529
omni_search,Omni Search Radar,spot,70,10,20.0,8.0,1.1490309263891016,45.0,45.0,18.64108959958152,0.9765285207054077
omni_search,Omni Search Radar,spot,70,20,20.0,8.0,0.47937131240796993,45.0,45.0,17.971429985600388,0.973254672367352
omni_search,Omni Search Radar,spot,70,30,20.0,8.0,-0.4418193853845104,45.0,45.0,17.050239287807905,0.9680170842141856
omni_search,Omni Search Radar,spot,70,40,20.0,8.0,-0.8930968831600848,45.0,45.0,16.598961790032334,0.9651015986568455
omni_search,Omni Search Radar,spot,70,50,20.0,8.0,-1.2786104954730204,45.0,45.0,16.2134481777194,0.9624095346823788
omni_search,Omni Search Radar,spot,70,60,20.0,8.0,-1.716725554961226,45.0,45.0,15.775333118231188,0.9591078973493359
omni_search,Omni Search Radar,spot,70,70,20.0,8.0,-2.1724270298681465,45.0,45.0,15.319631643324271,0.9553799723155258
omni_search,Omni Search Radar,spot,70,80,20.0,8.0,-2.8379356709282555,45.0,45.0,14.654123002264164,0.9493493408168773
